"additionalInfo/Accessibility/0/Assistive hearing loop","additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible parking lot","additionalInfo/Accessibility/0/Wheelchair accessible restroom","additionalInfo/Accessibility/0/Wheelchair accessible seating","additionalInfo/Accessibility/1/Assistive hearing loop","additionalInfo/Accessibility/1/Wheelchair accessible entrance","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/1/Wheelchair accessible restroom","additionalInfo/Accessibility/1/Wheelchair accessible seating","additionalInfo/Accessibility/2/Assistive hearing loop","additionalInfo/Accessibility/2/Wheelchair accessible entrance","additionalInfo/Accessibility/2/Wheelchair accessible parking lot","additionalInfo/Accessibility/2/Wheelchair accessible restroom","additionalInfo/Accessibility/2/Wheelchair accessible seating","additionalInfo/Accessibility/3/Assistive hearing loop","additionalInfo/Accessibility/3/Wheelchair accessible entrance","additionalInfo/Accessibility/3/Wheelchair accessible parking lot","additionalInfo/Accessibility/3/Wheelchair accessible restroom","additionalInfo/Accessibility/3/Wheelchair accessible seating","additionalInfo/Accessibility/4/Assistive hearing loop","additionalInfo/Accessibility/4/Wheelchair accessible entrance","additionalInfo/Accessibility/4/Wheelchair accessible parking lot","additionalInfo/Accessibility/4/Wheelchair accessible restroom","additionalInfo/Accessibility/4/Wheelchair accessible seating","additionalInfo/Amenities/0/Gender-neutral restroom","additionalInfo/Amenities/0/Restroom","additionalInfo/Amenities/1/Gender-neutral restroom","additionalInfo/Amenities/1/Restroom","additionalInfo/Parking/0/Free parking garage","additionalInfo/Parking/0/Free parking lot","additionalInfo/Parking/0/Free street parking","additionalInfo/Parking/0/On-site parking","additionalInfo/Parking/0/Paid parking garage","additionalInfo/Parking/0/Paid parking lot","additionalInfo/Parking/0/Paid street parking","additionalInfo/Parking/1/Free parking garage","additionalInfo/Parking/1/Free parking lot","additionalInfo/Parking/1/Free street parking","additionalInfo/Parking/1/On-site parking","additionalInfo/Parking/1/Paid parking garage","additionalInfo/Parking/1/Paid parking lot","additionalInfo/Parking/1/Paid street parking","additionalInfo/Parking/2/Free parking garage","additionalInfo/Parking/2/Free parking lot","additionalInfo/Parking/2/Free street parking","additionalInfo/Parking/2/On-site parking","additionalInfo/Parking/2/Paid parking garage","additionalInfo/Parking/2/Paid parking lot","additionalInfo/Parking/2/Paid street parking","additionalInfo/Parking/3/Free parking garage","additionalInfo/Parking/3/Free parking lot","additionalInfo/Parking/3/Free street parking","additionalInfo/Parking/3/On-site parking","additionalInfo/Parking/3/Paid parking garage","additionalInfo/Parking/3/Paid parking lot","additionalInfo/Parking/3/Paid street parking","additionalInfo/Parking/4/Free parking garage","additionalInfo/Parking/4/Free parking lot","additionalInfo/Parking/4/Free street parking","additionalInfo/Parking/4/On-site parking","additionalInfo/Parking/4/Paid parking garage","additionalInfo/Parking/4/Paid parking lot","additionalInfo/Parking/4/Paid street parking","additionalInfo/Parking/5/Free parking garage","additionalInfo/Parking/5/Free parking lot","additionalInfo/Parking/5/Free street parking","additionalInfo/Parking/5/On-site parking","additionalInfo/Parking/5/Paid parking garage","additionalInfo/Parking/5/Paid parking lot","additionalInfo/Parking/5/Paid street parking","additionalInfo/Parking/6/Free parking garage","additionalInfo/Parking/6/Free parking lot","additionalInfo/Parking/6/Free street parking","additionalInfo/Parking/6/On-site parking","additionalInfo/Parking/6/Paid parking garage","additionalInfo/Parking/6/Paid parking lot","additionalInfo/Parking/6/Paid street parking","additionalInfo/Payments/0/Cash-only","additionalInfo/Payments/0/Credit cards","additionalInfo/Payments/0/Debit cards","additionalInfo/Payments/0/NFC mobile payments","additionalInfo/Payments/1/Cash-only","additionalInfo/Payments/1/Credit cards","additionalInfo/Payments/1/Debit cards","additionalInfo/Payments/1/NFC mobile payments","additionalInfo/Payments/2/Cash-only","additionalInfo/Payments/2/Credit cards","additionalInfo/Payments/2/Debit cards","additionalInfo/Payments/2/NFC mobile payments","additionalInfo/Planning/0/Appointment required","additionalInfo/Service options/0/Online appointments","additionalInfo/Service options/0/Online estimates","additionalInfo/Service options/0/Onsite services","additionalInfo/Service options/1/Online appointments","additionalInfo/Service options/1/Online estimates","additionalInfo/Service options/1/Onsite services","additionalInfo/Service options/2/Online appointments","additionalInfo/Service options/2/Online estimates","additionalInfo/Service options/2/Onsite services","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","cid","city","claimThisBusiness","countryCode","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","kgmid","language","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reviewsCount","scrapedAt","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","url","website"
,"true",,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"368W+27P, Al Fagalah, Al Azbakeya, Cairo Governorate 4342021, Egypt","Corporate office",,,,,,,,,,"Corporate office","6840118267636483153","Al Azbakeya","true","EG","0x145841be6b3b4307:0x5eecfb52ec220451",,"https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw6aGu9qek-Y9t1TxF7-RhCD2xi3Udn5v2LXMwV4qs1lK3JhIyoJlskCbpg0FllfK9Z6xyQkSQd6DCLnPHieFCNToFbGHR8X2fTwT-DPvpeSlvPnOvDVuUkGe7gwmy2lgvmW3dMcuzxW9sr=w408-h724-k-no","2","false","/g/11j1tcc7zk","en","30.0650957","31.2457072","Al Fagalah",,,,,,,,,,,,,,,"false","+20 2 23922101","+20223922101","ChIJB0M7a75BWBQRUQQi7FL77F4",,,"13","167","2025-12-13T21:20:08.910Z","https://www.google.com/maps/search/%D8%B4%D8%B1%D9%83%D8%A7%D8%AA%20%D8%A7%D9%84%D8%A7%D8%AA%D9%88%D8%A8%D9%8A%D8%B3%D8%A7%D8%AA%20%D9%81%D9%89%20%D9%85%D8%B5%D8%B1/@26.123514010721607,34.92119367367854,13z?hl=en","شركات الاتوبيسات فى مصر","Cairo Governorate","368W+27P",,"false","محطه احمد حلمي - شركه اتوبيسي للنقل البري (AL -assema transportation Corp )","2.9","https://www.google.com/maps/search/?api=1&query=%D9%85%D8%AD%D8%B7%D9%87%20%D8%A7%D8%AD%D9%85%D8%AF%20%D8%AD%D9%84%D9%85%D9%8A%20-%20%D8%B4%D8%B1%D9%83%D9%87%20%D8%A7%D8%AA%D9%88%D8%A8%D9%8A%D8%B3%D9%8A%20%D9%84%D9%84%D9%86%D9%82%D9%84%20%D8%A7%D9%84%D8%A8%D8%B1%D9%8A%20(AL%20-assema%20transportation%20Corp%20)&query_place_id=ChIJB0M7a75BWBQRUQQi7FL77F4","https://otobeesy.com/"
,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,"29WW+456 International bus station, El-Gaish St, Mansoura Qism 2, El Mansoura, Dakahlia Governorate 7661202, Egypt","Bus company",,,,,,,,,,"Bus company","14842371579549844566","El Mansoura","true","EG","0x14f79dfae71b98cf:0xcdfab250376c0456",,"https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyjImHpB5jRNQFI0RduPWMO5j2YWSMW351sa6lIv4tSgEP062mAwnDjTzpt8blBmha-IPP8L6SjcC_hrkeWeFTQG0b4e9_ZK_Hk1wQs63uJ-B_6_aIhb2p3QySELpgtIOdPOSgSDw=w408-h408-k-no","27","false","/g/11fqt071nn","en","31.0452938","31.3953805","Mansoura Qism 2",,,,,,,,,,,,,,,"false","+20 12 76344170","+201276344170","ChIJz5gb5_qd9xQRVgRsN1Cy-s0",,,"18","557","2025-12-13T21:20:08.910Z","https://www.google.com/maps/search/%D8%B4%D8%B1%D9%83%D8%A7%D8%AA%20%D8%A7%D9%84%D8%A7%D8%AA%D9%88%D8%A8%D9%8A%D8%B3%D8%A7%D8%AA%20%D9%81%D9%89%20%D9%85%D8%B5%D8%B1/@26.123514010721607,34.92119367367854,13z?hl=en","شركات الاتوبيسات فى مصر","Dakahlia Governorate","29WW+456 International bus station, El-Gaish St",,"false","Otobeesy","3.6","https://www.google.com/maps/search/?api=1&query=Otobeesy&query_place_id=ChIJz5gb5_qd9xQRVgRsN1Cy-s0",
,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3 Wabour El Torgoman St.، BOULAK, Bulaq, Cairo Governorate 4312260, Egypt","Transportation service",,,,,,,,,,"Transportation service","3917064040823663891","Bulaq","true","EG","0x145840ebad6334f9:0x365c34fddbc02d13",,"https://lh3.googleusercontent.com/gps-cs-s/AG0ilSylirRfwt52dK7YtRnkja-yFqcReCx_NRJ4HR7vZVMYIvtUY9SExE0CpYIf0jI9LzJ5Qzp7AQOiVtEgB4vCtBVJwWUZYiE85UJxy-Zuc1YyvIbL95hp22LFjEEqj72bDO12-Dpb=w408-h304-k-no","5","false","/g/1tf2p6dx","en","30.057526","31.238506","BOULAK",,,,,,,,,,,,,,,"false","+20 2 25760261","+20225760261","ChIJ-TRjretAWBQREy3A2_00XDY",,,"20","91","2025-12-13T21:20:09.236Z","https://www.google.com/maps/search/%D8%B4%D8%B1%D9%83%D8%A7%D8%AA%20%D8%A7%D9%84%D8%A7%D8%AA%D9%88%D8%A8%D9%8A%D8%B3%D8%A7%D8%AA%20%D9%81%D9%89%20%D9%85%D8%B5%D8%B1/@26.36955839642613,34.78420052632146,13z?hl=en","شركات الاتوبيسات فى مصر","Cairo Governorate","3 Wabour El Torgoman St.","الصعيد للنقل والسياحة","false","Upper Egypt For Transport & Tourism","3.6","https://www.google.com/maps/search/?api=1&query=Upper%20Egypt%20For%20Transport%20%26%20Tourism&query_place_id=ChIJ-TRjretAWBQREy3A2_00XDY",
,,,"true",,,,,,,,,,,,,,,,,,,,,,"true",,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Al Mehwar Al Markazi, First 6th of October, Giza Governorate 3232610, Egypt","Transportation service",,,,,,,,,,"Transportation service","7685962999307581012","First 6th of October","false","EG","0x145857c95192d661:0x6aaa06a03a863654",,"https://lh3.googleusercontent.com/p/AF1QipNRcSLgdbwFjp0nKs39-_gpPaU7sSzGLyzWEHa7=w408-h291-k-no","13","false","/g/11q1d9p8y8","en","29.974732","30.9486898","First 6th of October","Monday","8 AM to 12 AM","Tuesday","8 AM to 12 AM","Wednesday","8 AM to 12 AM","Thursday","8 AM to 12 AM","Friday","8 AM to 12 AM","Saturday","8 AM to 12 AM","Sunday","8 AM to 12 AM","false","+20 65 3408011","+20653408011","ChIJYdaSUclXWBQRVDaGOqAGqmo",,,"20","39","2025-12-13T21:20:12.662Z","https://www.google.com/maps/search/%D8%B4%D8%B1%D9%83%D8%A7%D8%AA%20%D8%A7%D9%84%D8%A7%D8%AA%D9%88%D8%A8%D9%8A%D8%B3%D8%A7%D8%AA%20%D9%81%D9%89%20%D9%85%D8%B5%D8%B1/@22.24123020659837,24.83433102516525,9z?hl=en","شركات الاتوبيسات فى مصر","Giza Governorate","Al Mehwar Al Markazi","White Bus 6th of October","false","White Bus","4.6","https://www.google.com/maps/search/?api=1&query=White%20Bus&query_place_id=ChIJYdaSUclXWBQRVDaGOqAGqmo","http://www.whitebusegypt.com/"
,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FXPG+RXP، موط، قسم الواحات الداخلة،, Al Rashada, The New Valley Governorate 1034204, Egypt","Transportation service",,,,,,,,,,"Transportation service","3285468658182768384","Al Wahat Al Dakhla","true","EG","0x143ff590a9a43fdb:0x2d98545663a9c700",,"https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwsC_w9waba6GI8IiVtxDDxVoX2Yw0ifdZMczj8x2yX8xDfwMeajx93bSKAMzgmKcshE7oCrB2IoObN_wftqgLzzFIhFM_sECRe6EK58_ccz6v5IIo5YQWAFup7yxQ3f17z2iDT4Q=w408-h306-k-no","15","false","/g/11jksqfnj5","en","25.4870909","28.9774664","Al Rashada",,,,,,,,,,,,,,,"false","+20 92 2824366","+20922824366","ChIJ2z-kqZD1PxQRAMepY1ZUmC0","1034204",,"1","80","2025-12-13T21:20:13.288Z","https://www.google.com/maps/search/%D8%B4%D8%B1%D9%83%D8%A7%D8%AA%20%D8%A7%D9%84%D8%A7%D8%AA%D9%88%D8%A8%D9%8A%D8%B3%D8%A7%D8%AA%20%D9%81%D9%89%20%D9%85%D8%B5%D8%B1/@25.978949641319677,28.866531308388417,9z?hl=en","شركات الاتوبيسات فى مصر","The New Valley Governorate","FXPG+RXP، موط، قسم الواحات الداخلة،",,"false","محطةأوتوبيس الداخلة","3.7","https://www.google.com/maps/search/?api=1&query=%D9%85%D8%AD%D8%B7%D8%A9%D8%A3%D9%88%D8%AA%D9%88%D8%A8%D9%8A%D8%B3%20%D8%A7%D9%84%D8%AF%D8%A7%D8%AE%D9%84%D8%A9&query_place_id=ChIJ2z-kqZD1PxQRAMepY1ZUmC0",
,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MVVJ+Q9F, Al Mawhoub, قسم الواحات الداخلة، The New Valley Governorate 1032750, Egypt","Mover",,,,,,,,,,"Mover","16161447269893163888","قسم الواحات الداخلة","true","EG","0x14400f4038672401:0xe048feaa3a304b70",,"https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy37yZgwtJtp0MWItZGZTNmkcgxFAI2J3BcfFo6eAhTIblS2KccX99qu65cXq2_NCRgpNp831tRWUdW0h55d7MLTkH20SljyXNAGSytfDR0AEJVDnQ4qB4FUvTflDRpQhASaaxNig=w408-h356-k-no","10","false","/g/11cslcvkzn","en","25.6944335","28.8809371","Al Mawhoub",,,,,,,,,,,,,,,"false","+20 10 20980307","+201020980307","ChIJASRnOEAPQBQRcEswOqr-SOA",,,"2","106","2025-12-13T21:20:13.289Z","https://www.google.com/maps/search/%D8%B4%D8%B1%D9%83%D8%A7%D8%AA%20%D8%A7%D9%84%D8%A7%D8%AA%D9%88%D8%A8%D9%8A%D8%B3%D8%A7%D8%AA%20%D9%81%D9%89%20%D9%85%D8%B5%D8%B1/@25.978949641319677,28.866531308388417,9z?hl=en","شركات الاتوبيسات فى مصر","The New Valley Governorate","MVVJ+Q9F","شركة اكسبريس الوادى للنقل الجماعى قرية القصر","false","Valley Express Transport Company collective village palace","4.2","https://www.google.com/maps/search/?api=1&query=Valley%20Express%20Transport%20Company%20collective%20village%20palace&query_place_id=ChIJASRnOEAPQBQRcEswOqr-SOA",
,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4RG7+9F2, Qesm Thaleth Al Arish, North Sinai Governorate 8956240, Egypt","Minibus taxi service",,,,,,,,,,"Minibus taxi service","4351039737434930387","Qesm Thaleth Al Arish","true","EG","0x14fdd35c64d34997:0x3c61ff96a16afcd3",,"https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwnI31pBknNtYBjBDgaQAf3xYqF5bt4Bvh5EB11B9QNh1GStzMrAIG0phJEtIprLIAaAY2UI9uf6SpzgpMtToeKcOfwTijzudImrpztcmP-xhL5Ni0R1QaGajMd9kV5_dlddxyH=w408-h544-k-no","2","false","/g/11c57cmrbr","en","31.1258833","33.8136446",,,,,,,,,,,,,,,,"false",,,"ChIJl0nTZFzT_RQR0_xqoZb_YTw","8956240",,"1","81","2025-12-13T21:20:16.109Z","https://www.google.com/maps/search/%D8%B4%D8%B1%D9%83%D8%A7%D8%AA%20%D8%A7%D9%84%D8%A7%D8%AA%D9%88%D8%A8%D9%8A%D8%B3%D8%A7%D8%AA%20%D9%81%D9%89%20%D9%85%D8%B5%D8%B1/@31.585528793401636,34.91483173322317,9z?hl=en","شركات الاتوبيسات فى مصر","North Sinai Governorate","4RG7+9F2",,"false","East Delta Bus Company","3.4","https://www.google.com/maps/search/?api=1&query=East%20Delta%20Bus%20Company&query_place_id=ChIJl0nTZFzT_RQR0_xqoZb_YTw",
,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4RG7+9HC، عزبة عاطف السادات, Qesm Thaleth Al Arish, North Sinai Governorate 8956240, Egypt","Travel agency",,,,,,,,,,"Travel agency","17694787387501314461","Qesm Thaleth Al Arish","true","EG","0x14fdd35c75b662ad:0xf5908360c014019d",,"https://lh3.googleusercontent.com/gps-cs-s/AG0ilSywZFx_MW7Gy6FNIBnlzqkKRea5OANkU87xGTUdc7863NY3uVD2_h6uezIHZXuqTuVtQX4dYwP5hkg7NtGyOi0zMWreFYJMmD6tLUtEVmzM355aC3noPA45JjsJ6T2ZJUhSIR8UfQ=w408-h306-k-no","8","false","/g/11cn6frfty","en","31.1259478","33.8138822",,"Monday","6 AM to 11 PM","Tuesday","6 AM to 11 PM","Wednesday","6 AM to 11 PM","Thursday","6 AM to 11 PM","Friday","Closed","Saturday","6 AM to 11 PM","Sunday","6 AM to 11 PM","false","+20 68 3325931","+20683325931","ChIJrWK2dVzT_RQRnQEUwGCDkPU",,,"2","315","2025-12-13T21:20:16.110Z","https://www.google.com/maps/search/%D8%B4%D8%B1%D9%83%D8%A7%D8%AA%20%D8%A7%D9%84%D8%A7%D8%AA%D9%88%D8%A8%D9%8A%D8%B3%D8%A7%D8%AA%20%D9%81%D9%89%20%D9%85%D8%B5%D8%B1/@31.585528793401636,34.91483173322317,9z?hl=en","شركات الاتوبيسات فى مصر","North Sinai Governorate","4RG7+9HC، عزبة عاطف السادات","شرق الدلتا للنقل والسياحة","false","East Delta Travel","3.2","https://www.google.com/maps/search/?api=1&query=East%20Delta%20Travel&query_place_id=ChIJrWK2dVzT_RQRnQEUwGCDkPU",
,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"شارع سنتر الحلفاوي, Giza Governorate 12573, Egypt","Transportation service",,,,,,,,,,"Transportation service","8897059532848061691","6th of October City (2)","false","EG","0x1458573d73bc0515:0x7b78b481a8e95cfb",,"https://lh3.googleusercontent.com/p/AF1QipN1D7XxezWWujQywNXHgAM4K4hvnzwkPu9iO5Ev=w408-h252-k-no","6","false","/g/11jpc29lc3","en","29.9574605","30.9097168",,"Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+20 10 50131499","+201050131499","ChIJFQW8cz1XWBQR-1zpqIG0eHs","12573",,"19","7","2025-12-13T21:20:16.441Z","https://www.google.com/maps/search/%D8%B4%D8%B1%D9%83%D8%A7%D8%AA%20%D8%A7%D9%84%D8%A7%D8%AA%D9%88%D8%A8%D9%8A%D8%B3%D8%A7%D8%AA%20%D9%81%D9%89%20%D9%85%D8%B5%D8%B1/@29.716669076040983,24.83433102516525,9z?hl=en","شركات الاتوبيسات فى مصر","Giza Governorate","شارع سنتر الحلفاوي",,"false","تاجير باصات ونقل الموظفين مع شركة مصر كار احدي شركات تاجير باصات مدارس ، والشركات","3.9","https://www.google.com/maps/search/?api=1&query=%D8%AA%D8%A7%D8%AC%D9%8A%D8%B1%20%D8%A8%D8%A7%D8%B5%D8%A7%D8%AA%20%D9%88%D9%86%D9%82%D9%84%20%D8%A7%D9%84%D9%85%D9%88%D8%B8%D9%81%D9%8A%D9%86%20%D9%85%D8%B9%20%D8%B4%D8%B1%D9%83%D8%A9%20%D9%85%D8%B5%D8%B1%20%D9%83%D8%A7%D8%B1%20%D8%A7%D8%AD%D8%AF%D9%8A%20%D8%B4%D8%B1%D9%83%D8%A7%D8%AA%20%D8%AA%D8%A7%D8%AC%D9%8A%D8%B1%20%D8%A8%D8%A7%D8%B5%D8%A7%D8%AA%20%D9%85%D8%AF%D8%A7%D8%B1%D8%B3%20%D8%8C%20%D9%88%D8%A7%D9%84%D8%B4%D8%B1%D9%83%D8%A7%D8%AA&query_place_id=ChIJFQW8cz1XWBQR-1zpqIG0eHs","http://misrcar.net/"
"true",,,,,,,,"true",,,,,,"true",,,,,,,,,,,,"true",,,"true",,,,,,,,"true",,,,,,,,"true",,,,,,,,"true",,,,,,,,"true",,,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,,"true","true",,,,"true",,,,"true","بجوار التكية قبل كوبرى مشاة اطلس، شارع سور Shark Al Mhata, Aswan Governorate, Egypt","Moving and storage service",,,,,,,,,,"Moving and storage service","12013342101496392930","Aswan 1","false","EG","0x14367b644a5b34cb:0xa6b7f6fdecefece2",,"https://lh3.googleusercontent.com/p/AF1QipNlU1uFddMEfxrF-VqaZ401kvndYALy9aP_oxj6=w426-h240-k-no","77","false","/g/11wqyjlyxs","en","24.1002287","32.9019166","Abu AR Rish Qebli","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+20 12 87725489","+201287725489","ChIJyzRbSmR7NhQR4uzv7P32t6Y",,,"1","27","2025-12-13T21:20:21.266Z","https://www.google.com/maps/search/%D8%B4%D8%B1%D9%83%D8%A7%D8%AA%20%D8%A7%D9%84%D8%A7%D8%AA%D9%88%D8%A8%D9%8A%D8%B3%D8%A7%D8%AA%20%D9%81%D9%89%20%D9%85%D8%B5%D8%B1/@24.110089923959023,32.898731591611586,9z?hl=en","شركات الاتوبيسات فى مصر","Aswan Governorate","بجوار التكية قبل كوبرى مشاة اطلس، شارع سور Shark Al Mhata",,"false","شركة الاتحاد العربي للنقل البري والسياحة (سوبر جيت) بأسوان","3.3","https://www.google.com/maps/search/?api=1&query=%D8%B4%D8%B1%D9%83%D8%A9%20%D8%A7%D9%84%D8%A7%D8%AA%D8%AD%D8%A7%D8%AF%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%20%D9%84%D9%84%D9%86%D9%82%D9%84%20%D8%A7%D9%84%D8%A8%D8%B1%D9%8A%20%D9%88%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%AD%D8%A9%20(%D8%B3%D9%88%D8%A8%D8%B1%20%D8%AC%D9%8A%D8%AA)%20%D8%A8%D8%A3%D8%B3%D9%88%D8%A7%D9%86&query_place_id=ChIJyzRbSmR7NhQR4uzv7P32t6Y","https://www.facebook.com/profile.php?id=100063970388375&mibextid=ZbWKwL"
,"true",,,,,,"true",,,,,,"false",,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kom Ombo - Deraw, Kom Ombo, Markaz Kom Ombo, Aswan Governorate 1281514, Egypt","Bus company",,,,,,,,,,"Bus company","17979676419021579165","Markaz Kom Ombo","false","EG","0x14360f7854625b0d:0xf984a471543fa39d",,"https://lh3.googleusercontent.com/p/AF1QipOBOQtlUgK4UWVpou3mi_jjPjSwzt1OVBbfncvX=w408-h306-k-no","4","false","/g/11hcfq4z3y","en","24.4732821","32.9455054","Kom Ombo",,,,,,,,,,,,,,,"false","+20 12 01214126","+201201214126","ChIJDVtiVHgPNhQRnaM_VHGkhPk",,,"2","48","2025-12-13T21:20:21.266Z","https://www.google.com/maps/search/%D8%B4%D8%B1%D9%83%D8%A7%D8%AA%20%D8%A7%D9%84%D8%A7%D8%AA%D9%88%D8%A8%D9%8A%D8%B3%D8%A7%D8%AA%20%D9%81%D9%89%20%D9%85%D8%B5%D8%B1/@24.110089923959023,32.898731591611586,9z?hl=en","شركات الاتوبيسات فى مصر","Aswan Governorate","Kom Ombo - Deraw","Star Jet bus stop ستار جيت","false","StarJet to Hurghada bus stop ستارجيت كوم أمبو","4","https://www.google.com/maps/search/?api=1&query=StarJet%20to%20Hurghada%20bus%20stop%20%D8%B3%D8%AA%D8%A7%D8%B1%D8%AC%D9%8A%D8%AA%20%D9%83%D9%88%D9%85%20%D8%A3%D9%85%D8%A8%D9%88&query_place_id=ChIJDVtiVHgPNhQRnaM_VHGkhPk",
,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"XP9W+32X, Aswan - Abu Simbel Rd, أبو سمبل، Aswan Governorate 1230701, Egypt","Bus ticket agency",,,,,,,,,,"Bus ticket agency","12357912600977686285","أبو سمبل","true","EG","0x14368b05e59edf85:0xab8020091a993f0d",,"https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyS5EmkO_-iAxHmTzR_3f1bwORCzAWqOg00iD9UZ542x5rTHDFSzJ6QPmqFsHsf-_fFIQ6Y2x7GcL39fl8BVIw-mXloeaQZ2GN6w310X_s0SZetZdB57uh_XH44bSZ9_zgJtoXKEg=w408-h544-k-no","37","false","/g/11h6z40qxk","en","23.9677323","32.7451096",,,,,,,,,,,,,,,,"false","+20 11 17316179","+201117316179","ChIJhd-e5QWLNhQRDT-ZGgkggKs",,,"3","268","2025-12-13T21:20:21.266Z","https://www.google.com/maps/search/%D8%B4%D8%B1%D9%83%D8%A7%D8%AA%20%D8%A7%D9%84%D8%A7%D8%AA%D9%88%D8%A8%D9%8A%D8%B3%D8%A7%D8%AA%20%D9%81%D9%89%20%D9%85%D8%B5%D8%B1/@24.110089923959023,32.898731591611586,9z?hl=en","شركات الاتوبيسات فى مصر","Aswan Governorate","XP9W+32X, Aswan - Abu Simbel Rd",,"false","موقف كركر Karkar bus station","3.6","https://www.google.com/maps/search/?api=1&query=%D9%85%D9%88%D9%82%D9%81%20%D9%83%D8%B1%D9%83%D8%B1%20Karkar%20bus%20station&query_place_id=ChIJhd-e5QWLNhQRDT-ZGgkggKs",
